age_of_driver,safety_rating,annual_income,high_education,address_change,zip_code,past_num_of_claims,witness_present,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,claim_year,claim_month,claim_day,claim_dayofyear,weekend_claim,claim_vehicle_ratio,injury_claim_ratio,claim_premium_ratio,vehicle_old,gender_F,gender_M,marital_status_*,marital_status_0,marital_status_1,property_status_Own,property_status_Rent,claim_day_of_week_*,claim_day_of_week_Friday,claim_day_of_week_Monday,claim_day_of_week_Saturday,claim_day_of_week_Sunday,claim_day_of_week_Thursday,claim_day_of_week_Tuesday,claim_day_of_week_Wednesday,accident_site_Highway,accident_site_Local,accident_site_Parking Lot,channel_Broker,channel_Online,channel_Phone,vehicle_category_Compact,vehicle_category_Large,vehicle_category_Medium,vehicle_color_black,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,fraud_reported
47.0,84.0,61595.2,0.0,1.0,20146.0,1.0,0.0,76.0,1.0,4.0,18218.00141,42770.25881,3345.489211,500.0,951.56,9.066089185,1.0,2024.0,7.0,23.0,205.0,0.0,2.3476921451176898,0.07821998987337903,44.94751650973139,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
52.0,70.0,63235.2,1.0,0.0,80002.0,0.0,0.0,100.0,1.0,4.0,22370.06229,15801.83234,6787.035196,500.0,1533.71,6.780540267,4.0,2023.0,8.0,4.0,216.0,0.0,0.7063830281359489,0.42950937903698827,10.303011873170286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49.0,69.0,62246.4,1.0,1.0,80018.0,1.0,1.0,16.0,1.0,1.0,40722.66668,18219.75208,2631.665629,500.0,1093.83,13.71401807,3.0,2023.0,4.0,20.0,110.0,0.0,0.4474105839671892,0.14444025458989673,16.65684071565051,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.0,31.0,58619.2,1.0,0.0,20107.0,0.0,0.0,96.0,0.0,4.0,15801.69215,10620.68632,3819.536538,1000.0,1331.94,11.23231839,6.0,2023.0,10.0,4.0,277.0,0.0,0.6721233535738766,0.35963179995320677,7.9738474105440185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
52.0,89.0,63203.2,1.0,0.0,15035.0,0.0,0.0,17.0,0.0,5.0,22576.93821,6631.365521,5574.312894,1000.0,1361.45,9.388673698,8.0,2023.0,5.0,13.0,133.0,1.0,0.2937229778155999,0.8405980452061406,4.870810915567961,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
69.0,63.0,67761.6,1.0,0.0,80046.0,0.0,0.0,12.0,1.0,0.0,4710.592489,49445.40611,2305.147865,2000.0,1188.51,8.635949509,6.0,2024.0,4.0,19.0,110.0,0.0,10.496642667660826,0.04662006132322572,41.60285240342951,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
47.0,74.0,61574.4,1.0,1.0,50036.0,0.0,0.0,80.0,1.0,4.0,28538.88778,18878.0731,9179.756193,2000.0,1101.83,9.468262715,4.0,2023.0,8.0,5.0,217.0,1.0,0.6614859431638299,0.4862655284982448,17.13338092083171,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
36.0,95.0,57336.0,1.0,0.0,20136.0,0.0,0.0,0.0,1.0,1.0,26655.29692,39789.50838,3899.287667,1000.0,1503.21,11.75564291,6.0,2023.0,12.0,24.0,358.0,1.0,1.4927430183734003,0.09799788501433102,26.469693775320813,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46.0,80.0,61267.2,1.0,1.0,50012.0,0.0,0.0,50.0,1.0,9.0,10439.93483,14419.90231,4074.834886,1000.0,1722.5,7.578200406,2.0,2024.0,3.0,11.0,71.0,0.0,1.3812253184342913,0.28258408402490764,8.371496261248186,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
47.0,79.0,61590.4,1.0,1.0,15032.0,1.0,0.0,17.0,0.0,7.0,19166.04059,8268.755487,5869.742457,500.0,944.03,9.620378185,6.0,2024.0,6.0,26.0,178.0,0.0,0.43142742227699726,0.709870120869859,8.758996522356282,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
41.0,88.0,59443.2,1.0,1.0,80045.0,2.0,0.0,50.0,1.0,2.0,47455.0286,19379.75,7174.209153,2000.0,1453.61,11.66574205,5.0,2023.0,8.0,13.0,225.0,1.0,0.4083813785753361,0.37019100623073053,13.332152365490057,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
71.0,57.0,68219.2,1.0,1.0,50009.0,0.0,0.0,49.0,1.0,2.0,25415.8294,16249.69324,5596.12544,500.0,1672.88,10.09667931,1.0,2024.0,8.0,23.0,236.0,0.0,0.6393532543935002,0.3443834512656929,9.713603629668595,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
44.0,52.0,60558.4,0.0,0.0,20108.0,1.0,0.0,100.0,0.0,7.0,54917.18537,17583.59274,3538.184274,1000.0,1280.88,11.8363848,4.0,2023.0,3.0,29.0,88.0,0.0,0.32018379349800974,0.2012207815727652,13.727744004122165,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
58.0,90.0,64971.2,0.0,1.0,15035.0,0.0,1.0,51.0,0.0,5.0,37755.51,24458.07639,2189.981584,1000.0,1347.04,10.23962898,3.0,2023.0,5.0,29.0,149.0,0.0,0.647801510031251,0.08954022176884698,18.15690431613018,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
31.0,81.0,64953.6,1.0,1.0,50012.0,5.0,1.0,51.0,1.0,3.0,19439.10273,33816.31342,9945.319866,1000.0,1436.79,9.246124623,2.0,2023.0,1.0,24.0,24.0,0.0,1.739602588128305,0.29409828748860706,23.53601668998253,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
62.0,71.0,66027.2,0.0,0.0,80044.0,0.0,1.0,1.0,1.0,2.0,17549.52104,11660.89651,3568.348747,500.0,1383.49,10.97709211,5.0,2023.0,4.0,18.0,108.0,0.0,0.6644566813773284,0.3060098118476484,8.428609176792026,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
35.0,64.0,56846.4,1.0,0.0,20108.0,0.0,0.0,76.0,0.0,6.0,21564.36675,29935.61495,1583.46028,500.0,951.56,10.33566259,5.0,2023.0,8.0,1.0,213.0,0.0,1.388198192743128,0.05289553204919213,31.459513798394216,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
38.0,73.0,58220.8,1.0,1.0,20106.0,0.0,0.0,1.0,0.0,5.0,7059.067821,53551.00754,6137.306289,500.0,1533.71,9.803897198,2.0,2024.0,10.0,31.0,305.0,0.0,7.5861301942292245,0.11460673796689504,34.915992945211286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
45.0,74.0,60892.8,1.0,0.0,80040.0,2.0,0.0,9.0,1.0,11.0,23184.49353,16034.21549,3319.356689,1000.0,1200.09,8.583471355,2.0,2023.0,2.0,26.0,57.0,1.0,0.6915922260390219,0.20701709360649237,13.360844178353291,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
50.0,73.0,62561.6,1.0,0.0,80033.0,1.0,0.0,77.0,1.0,4.0,7017.731257,30019.23087,6590.230588,1000.0,988.93,11.5124757,1.0,2024.0,6.0,30.0,182.0,1.0,4.277626168721781,0.21953362551290445,30.35526363847795,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
40.0,67.0,59017.6,0.0,0.0,20148.0,0.0,0.0,45.0,0.0,6.0,20479.33675,11926.84149,5668.169149,2000.0,1188.51,11.22755837,3.0,2023.0,11.0,17.0,321.0,0.0,0.5823841677880511,0.4752447790768786,10.035120857207765,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
42.0,82.0,59800.0,1.0,1.0,20149.0,0.0,1.0,16.0,1.0,4.0,18776.33516,26213.3688,4649.32938,2000.0,1101.83,8.813807277,11.0,2023.0,5.0,30.0,150.0,0.0,1.3960854755002148,0.17736481775665552,23.790756105751342,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
60.0,87.0,65502.4,0.0,0.0,20160.0,0.0,1.0,0.0,1.0,4.0,32509.14544,11882.8222,3518.749625,1000.0,840.95,9.379713286,9.0,2024.0,1.0,13.0,13.0,1.0,0.3655224411214176,0.2961206997610382,14.13023628039717,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
49.0,85.0,62296.0,1.0,0.0,50009.0,0.0,0.0,37.0,0.0,1.0,23979.35413,35635.09663,1050.349923,1000.0,1722.5,7.582406528,5.0,2023.0,2.0,1.0,32.0,0.0,1.4860740800945,0.029475152934361495,20.688009654571843,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37.0,70.0,57784.0,0.0,1.0,80030.0,0.0,0.0,100.0,0.0,8.0,22220.65723,18286.77612,6829.14112,500.0,944.03,9.147398784,4.0,2023.0,1.0,7.0,7.0,1.0,0.822962882272947,0.3734469692846002,19.370969270044384,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
49.0,61.0,62270.4,1.0,0.0,15005.0,1.0,0.0,50.0,1.0,5.0,27236.28391,28268.72024,6847.053443,2000.0,1453.61,8.041946797,1.0,2024.0,11.0,7.0,312.0,0.0,1.0379066517815572,0.24221306747772323,19.447252179057656,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
37.0,87.0,57760.0,1.0,1.0,50022.0,0.0,0.0,100.0,1.0,3.0,10190.77698,11852.95258,3199.157957,500.0,1672.88,9.862389855,4.0,2024.0,9.0,7.0,251.0,1.0,1.163105875367709,0.2699038855852742,7.085357335851943,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33.0,78.0,55961.6,1.0,0.0,20109.0,0.0,1.0,50.0,1.0,7.0,11625.41348,17188.65473,2146.738751,1000.0,1248.05,11.98403241,5.0,2024.0,7.0,2.0,184.0,0.0,1.4785413662551294,0.12489277286216105,13.772408741636953,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
48.0,67.0,61928.0,0.0,1.0,15046.0,4.0,0.0,1.0,0.0,5.0,33830.52155,27860.28806,3615.878456,500.0,1564.43,10.46214303,3.0,2023.0,11.0,18.0,322.0,1.0,0.8235252305768842,0.12978611162285306,17.808587191501058,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
36.0,93.0,57318.4,0.0,0.0,20142.0,0.0,0.0,75.0,1.0,7.0,23999.38705,11832.34031,3494.787804,1000.0,1235.14,7.096016599,5.0,2024.0,1.0,7.0,7.0,1.0,0.493026771281644,0.29535896639538084,9.579756391987951,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
64.0,84.0,66540.8,1.0,0.0,50022.0,0.0,0.0,87.0,1.0,5.0,33777.4825,8710.510397,7467.830197,1000.0,1310.8,8.56892851,5.0,2023.0,2.0,7.0,38.0,0.0,0.25787920686510607,0.8573355471307407,6.645186448733598,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51.0,86.0,82908.8,1.0,1.0,20134.0,1.0,0.0,4.0,1.0,4.0,18614.6532,26631.84003,4391.866875,1000.0,1060.74,11.27248127,2.0,2024.0,8.0,27.0,240.0,0.0,1.4306922478684694,0.16491038058401855,25.106849963233213,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
93.0,76.0,72499.2,0.0,0.0,50025.0,0.0,1.0,28.0,1.0,7.0,24917.88823,11772.71547,6821.151465,500.0,1533.71,11.22891962,3.0,2023.0,11.0,8.0,312.0,0.0,0.47246040119187094,0.5794034080227372,7.675972295935997,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
26.0,92.0,52129.6,0.0,1.0,50021.0,0.0,0.0,48.0,0.0,6.0,16892.45712,31620.64253,2689.828566,1000.0,1200.09,9.195862361,3.0,2024.0,7.0,24.0,206.0,0.0,1.8718794018759068,0.0850655885138334,26.34855929971919,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
36.0,77.0,57339.2,1.0,1.0,85025.0,0.0,0.0,6.0,1.0,6.0,42397.6796,18190.43458,4919.594281,1000.0,988.93,8.696600975,6.0,2024.0,12.0,2.0,337.0,0.0,0.4290431634848243,0.2704495189141325,18.39405678865036,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35.0,64.0,56870.4,1.0,1.0,50052.0,0.0,1.0,84.0,0.0,3.0,14399.6152,35142.48542,4248.859817,1000.0,1331.94,9.347424275,3.0,2024.0,5.0,23.0,144.0,0.0,2.4405155923888855,0.12090379397530955,26.384435800411428,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
48.0,78.0,61936.0,1.0,1.0,85010.0,1.0,1.0,7.0,1.0,4.0,15968.63964,37230.91208,5574.61229,1000.0,1361.45,11.16037739,6.0,2024.0,2.0,24.0,55.0,1.0,2.3315018009887285,0.14973074734300196,27.346514436813692,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
46.0,70.0,61262.4,1.0,0.0,50001.0,0.0,0.0,44.0,1.0,5.0,15937.18391,43080.51335,2402.73825,2000.0,1188.51,8.791848247,2.0,2023.0,5.0,3.0,123.0,0.0,2.703144645458258,0.05577320377961559,36.24749758100479,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40.0,66.0,59032.0,1.0,1.0,20117.0,3.0,0.0,37.0,1.0,2.0,38545.77144,35318.68172,4789.784445,1000.0,1503.21,10.11565908,4.0,2024.0,5.0,26.0,147.0,1.0,0.9162790210328712,0.13561617285074593,23.495507427438614,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
48.0,66.0,61942.4,0.0,1.0,20156.0,0.0,0.0,49.0,1.0,8.0,20532.90227,11967.44517,3051.912992,2000.0,1453.61,6.48963428,4.0,2023.0,5.0,4.0,124.0,0.0,0.5828423577257889,0.2550179214232406,8.232913346771143,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33.0,83.0,55961.6,0.0,1.0,20148.0,0.0,0.0,85.0,1.0,6.0,25787.56146,32319.77322,11405.20996,500.0,1672.88,8.010644304,4.0,2024.0,6.0,8.0,160.0,1.0,1.25330862594869,0.35288644763578575,19.31983957008273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
51.0,81.0,82908.8,0.0,0.0,85065.0,0.0,0.0,9.0,0.0,7.0,22625.57622,25019.92172,8948.472026,500.0,1564.43,9.656668178,4.0,2023.0,2.0,10.0,41.0,0.0,1.1058247302397322,0.3576538778235634,15.992995352940047,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
47.0,75.0,61609.6,1.0,1.0,20137.0,0.0,1.0,16.0,1.0,8.0,22599.73732,35417.83196,5400.121332,1000.0,1347.04,11.163526,1.0,2023.0,7.0,27.0,208.0,0.0,1.5671789215291643,0.15246899748405715,26.293081096329733,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
36.0,78.0,57334.4,1.0,0.0,80107.0,0.0,0.0,50.0,1.0,4.0,13086.46897,27136.5766,5164.624522,1000.0,1436.79,10.06306059,7.0,2023.0,11.0,1.0,305.0,0.0,2.0736362621734776,0.19031967805401068,18.886947013829438,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31.0,78.0,54944.0,1.0,0.0,80022.0,1.0,1.0,27.0,1.0,5.0,26437.0,11168.95756,4176.522621,500.0,1383.49,9.399171246,7.0,2023.0,3.0,17.0,76.0,0.0,0.4224744698717707,0.37394023556483097,8.073030929027315,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
38.0,70.0,58200.0,1.0,1.0,85027.0,0.0,1.0,9.0,0.0,4.0,16915.28598,13358.17,2464.699161,1000.0,766.19,10.13567372,3.0,2023.0,8.0,11.0,223.0,0.0,0.7897099709572868,0.18450874341320705,17.434539735574727,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,63.0,58257.6,0.0,1.0,80015.0,4.0,0.0,21.0,1.0,3.0,18095.62011,10692.38187,3211.770619,500.0,951.56,11.1325731,5.0,2024.0,8.0,31.0,244.0,1.0,0.5908823132339729,0.300379340922286,11.236686987683383,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,92.0,56398.4,1.0,0.0,80046.0,0.0,0.0,41.0,0.0,5.0,42993.653,5963.962473,3689.32758,1000.0,1200.09,10.10943531,6.0,2023.0,3.0,3.0,62.0,0.0,0.13871727701295816,0.618603419572523,4.9695960077994155,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
44.0,86.0,60539.2,1.0,0.0,50038.0,0.0,0.0,50.0,0.0,5.0,14423.06969,10907.29727,3620.471716,500.0,1093.83,11.10907801,5.0,2023.0,3.0,14.0,73.0,0.0,0.7562396566358128,0.33193114906274124,9.971656719965626,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
41.0,89.0,59409.6,0.0,1.0,80022.0,0.0,0.0,43.0,1.0,4.0,16135.98744,13535.16029,4810.223116,1000.0,1361.45,10.57554188,2.0,2023.0,10.0,24.0,297.0,0.0,0.8388182217127457,0.3553872294777235,9.941724110323552,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
47.0,60.0,61600.0,1.0,1.0,15026.0,3.0,0.0,49.0,1.0,3.0,13815.59296,35335.24247,2235.737718,1000.0,840.95,8.925186852,3.0,2024.0,7.0,3.0,185.0,0.0,2.5576348819993027,0.06327217705943762,42.0182442119032,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
